lat,long,Construction year,minimum nights,number of reviews,reviews per month,review rate number,calculated host listings count,availability 365,service fee,host_identity_verified_unconfirmed,host_identity_verified_verified,neighbourhood group_Bronx,neighbourhood group_Brooklyn,neighbourhood group_Manhattan,neighbourhood group_Queens,neighbourhood group_Staten Island,instant_bookable_False,instant_bookable_True,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,room type_Entire home/apt,room type_Private room,room type_Shared room,price
40.7453,-73.99056,2003,3,165,1.88,3,2,113,128,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,641
40.75453,-73.93377,2006,2,59,0.94,4,1,203,29,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,145
40.72057,-73.99976,2011,3,134,1.53,1,1,32,233,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1163
40.7234,-73.99439,2003,28,81,0.93,2,1,245,19,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,96
40.71121,-73.94669,2021,3,7,0.08,3,1,52,171,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,855
40.68979,-73.91661,2015,3,112,1.28,3,8,272,10,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,51
40.65937,-73.95906,2008,2,92,1.05,2,1,315,35,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,175
40.68599,-73.98826,2007,29,23,0.26,2,2,44,109,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,544
40.66924,-73.94406,2016,5,125,1.47,1,3,281,233,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1163
40.67259,-73.95489,2008,30,58,0.67,1,2,143,150,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,748
40.69321,-73.9442,2012,5,9,0.1,4,1,299,75,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,373
40.71348,-73.94447,2017,3,137,1.57,1,1,205,192,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,960
40.75816,-73.96457,2009,2,16,0.24,1,1,268,87,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,435
40.70537,-74.00992,2019,1,36,0.57,5,1,137,14,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,70
40.68722,-73.96289,2018,1,54,0.65,5,4,364,239,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1195
40.73111,-73.98528,2010,14,1,0.03,2,1,246,42,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,208
40.72212,-73.94389,2014,6,39,0.47,4,2,413,225,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1126
40.66626,-73.97933,2020,1,145,1.76,5,2,282,37,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,185
40.72978,-73.9793,2010,3,28,0.33,1,1,270,160,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,798
40.68838,-73.94193,2010,2,206,2.4,1,1,176,169,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,845
40.71804,-73.98565,2006,7,4,0.22,5,1,6,18,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,88
40.68559,-73.93896,2006,15,37,0.52,4,2,25,69,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,344
40.77995,-73.98342,2010,30,27,0.31,2,1,98,153,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,764
40.7559,-73.99469,2008,30,18,0.21,2,1,290,147,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,737
40.76291,-73.99202,2020,1,134,1.54,2,1,62,76,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,382
40.74406,-73.98273,2010,2,197,2.25,4,1,355,88,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,441
40.73041,-74.00498,2017,7,5,0.09,3,1,8,65,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,324
40.70279,-73.98284,2006,4,8,0.09,5,1,118,205,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1024
40.67436,-73.9560,2008,2,62,0.71,4,2,398,190,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,951
40.83559,-73.94095,2021,2,13,0.15,4,1,220,98,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,489
40.79234,-73.96482,2016,1,8,0.09,5,1,323,142,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,711
40.83451,-73.93885,2017,3,50,0.87,3,2,380,224,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1118
40.74826,-73.94633,2012,180,69,0.79,1,1,221,193,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,963
40.67763,-73.97185,2013,4,41,0.47,5,1,324,138,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,690
40.68472,-73.96691,2015,20,89,1.04,3,1,338,203,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1013
40.65408,-73.87883,2004,4,40,0.46,3,1,287,159,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,795
40.67302,-73.98756,2015,3,106,1.22,1,1,255,30,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,148
40.70633,-74.00974,2022,4,33,0.39,3,1,316,134,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,671
40.77548,-73.95183,2014,5,2,0.09,2,1,115,40,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,198
40.73775,-74.00344,2005,88,19,0.22,3,1,116,93,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,467
40.70917,-74.0146,2020,6,100,1.14,2,1,404,13,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,63
40.7108,-73.96226,2011,3,16,0.19,1,1,65,64,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,321
40.72507,-73.98861,2016,2,64,0.76,4,1,215,220,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1101
40.82726,-73.9444,2016,1,17,0.31,2,2,19,18,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,88
40.82669,-73.94281,2019,2,7,0.08,3,1,240,11,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,56
40.67078,-73.98815,2020,115,15,0.17,5,1,95,48,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,242
40728.0,-73.97903,2020,5,4,0.07,4,1,299,165,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,826
40.65814,-73.96181,2012,3,87,1.0,4,1,406,122,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,612
40.71517,-73.94292,2019,150,10,0.14,3,1,93,93,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,467
40.70054,-73.90255,2022,3,289,3.3,2,1,253,45,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,225
40.74572,-73.99965,2007,9,10,0.11,4,1,361,110,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,550
40.78911,-73.97396,2003,14,39,0.45,5,1,302,111,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,555
40.68813,-73.92817,2011,7,7,0.1,5,2,134,227,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1133
40.81128,-73.92399,2005,1,23,0.27,2,1,374,46,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,231
40.77593,-73.97699,2014,4,22,0.27,2,1,253,71,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,354
40.73903,-73.97975,2020,1,1,0.02,3,1,14,214,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1069
40.71164,-73.9650,2010,2,5,0.06,5,3,82,33,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,167
40.75193,-73.87873,2005,5,30,0.37,3,3,143,227,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1134
40.81611,-73.89909,2022,5,82,0.96,3,1,268,144,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,719
40.62897,-73.90334,2019,5,105,1.21,5,3,38,142,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,709
40.77555,-73.9767,2012,3,73,0.84,1,1,53,211,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1056
40.6397,-74.0162,2011,7,28,0.32,2,2,160,95,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,476
40.64205,-73.97173,2003,1,3,0.06,3,1,33,229,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1144
40.66034,-73.9829,2004,3,120,1.4,2,1,192,229,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1146
40.68699,-73.9635,2003,2,339,3.88,1,3,66,214,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1068
40.72183,-73.94908,2019,2,7,0.09,1,1,182,90,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,448
40.71986,-73.9869,2015,4,13,0.15,5,1,91,69,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,345
40.68881,-73.95405,2003,21,6,0.07,4,3,178,118,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,589
40.81669,-73.94267,2018,1,3,0.03,3,1,156,144,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,722
40.86717,-73.9194,2007,20,11,0.18,4,1,18,187,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,934
40.72981,-73.98318,2006,2,67,1.33,4,1,55,231,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1157
40.86929,-73.92421,2013,2,123,1.47,1,1,367,225,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1125
40.7061,-73.94531,2020,4,132,1.51,3,2,407,140,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,700
40.70147,-73.94378,2007,3,12,0.15,3,1,419,80,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,401
40.76719,-73.95303,2003,2,23,0.27,3,1,370,164,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,819
40.74134,-73.98113,2017,2,47,0.55,1,1,313,86,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,429
40.8162,-73.94747,2017,8,8,0.11,5,1,202,65,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,323
40.71613,-73.95837,2003,3,17,0.2,5,1,73,106,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,532
40.71746,-73.98782,2022,5,4,0.06,4,1,72,84,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,421
40.66933,-73.93798,2003,90,19,0.22,5,1,297,209,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1047
40.68905,-73.9541,2003,7,2,0.02,5,3,158,34,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,170
40.67615,-73.95441,2008,2,35,0.54,4,3,277,80,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,402
40.7111,-73.94643,2018,3,108,1.25,2,2,66,115,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,576
40.72106,-73.98384,2009,3,31,0.41,5,1,84,85,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,423
40.67747,-73.76493,2014,1,454,5.27,4,1,21,159,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,795
40.73123,-74.00591,2004,2,199,2.3,3,1,78,172,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,860
40.72147,-73.99208,2006,1,230,2.65,1,1,144,70,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,350
40.66604,-73.95086,2011,4,101,1.19,5,4,74,65,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,325
40.71012,-74.01504,2020,2,8,0.13,3,1,222,157,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,785
40.71856,-73.95166,2021,30,154,1.87,5,1,150,104,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,522
40.80661,-73.9576,2015,28,69,0.81,1,1,253,60,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,300
40.72203,-74.00988,2005,10,3,0.05,1,1,168,239,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1195
40.68229,-73.94287,2021,14,3,0.04,4,1,338,191,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,954
40.65955,-73.96066,2006,4,12,0.16,4,1,409,71,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,356
40.77137,-73.98943,2021,5,13,0.15,3,1,368,69,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,344
40.67796,-73.96458,2010,2,10,0.17,2,1,12,126,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,632
40.6933,-73.90823,2019,15,5,0.06,1,1,352,184,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,921
40.7502,-73.94189,2020,1,144,1.68,1,2,244,175,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,877
40.72955,-73.98298,2017,30,62,0.74,1,6,281,196,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,982
40.72693,-73.98521,2012,6,17,0.2,5,1,163,229,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1143
40.82537,-73.94392,2007,1,439,5.12,4,2,297,235,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1174
40.71137,-73.99403,2019,4,48,0.56,5,1,116,193,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,966
40.74428,-73.97809,2013,3,134,1.56,2,1,60,208,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1040
40.67579,-73.99968,2021,6,2,0.03,1,1,43,203,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1017
40.74087,-74.00226,2014,3,16,0.19,3,1,11,36,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,182
40.68723,-73.96897,2011,2,31,1.14,4,1,170,148,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,741
40.7182,-73.95763,2010,30,36,0.42,4,1,241,30,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,150
40.74679,-73.91853,2021,3,1,0.01,2,1,105,69,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,343
40.71739,-73.95472,2015,2,338,3.9,5,2,60,81,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,407
40.77099,-73.9898,2011,3,117,1.41,5,1,328,147,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,733
40.7195,-73.98022,2006,1,261,3.24,4,1,425,159,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,794
40.75636,-73.9939,2022,30,32,0.37,3,7,38,157,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,786
40.68834,-73.97875,2012,2,112,1.3,4,2,405,122,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,609
40.68586,-73.94837,2009,2,22,0.26,2,4,41,36,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,182
40.71164,-74.00774,2011,2,319,3.78,5,1,130,171,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,855
40.70743,-73.96728,2009,7,69,0.85,2,1,1,240,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1198
40.68545,-73.96534,2009,4,10,0.12,1,1,164,197,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,986
40.65854,-73.98384,2007,2,24,0.39,3,1,171,37,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,184
40.61269,-74.03381,2017,30,3,0.05,4,1,339,167,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,834
40.67858,-73.98537,2004,31,17,0.2,4,2,39,183,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,913
40.70821,-73.95352,2010,7,13,0.15,1,2,129,188,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,940
40.66158,-73.98954,2015,2,58,0.67,3,1,25,42,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,209
40.72457,-73.98453,2020,2,62,0.74,3,1,89,132,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,658
40.71689,-73.95706,2007,3,203,2.85,1,1,408,49,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,246
40.66221,-73.99743,2010,2,33,0.39,4,1,210,175,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,874
40.79313,-73.93493,2021,3,47,0.66,3,2,128,226,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1131
40.75632,-73.96464,2016,14,30,0.35,1,1,10,113,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,566
40.67996,-73.98027,2007,3,2,0.05,2,1,84,127,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,634
40.67369,-73.96589,2016,2,121,1.6,1,1,86,165,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,825
40.67211,-73.9760,2014,3,27,0.45,5,1,382,151,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,757
40.79183,-73.97172,2014,3,24,0.3,4,1,139,57,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,284
40.71456,-73.99978,2007,5,22,0.26,3,1,121,228,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1141
40.71668,-73.99073,2004,2,162,1.92,5,1,337,101,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,504
40.67862,-73.98561,2006,1,66,0.76,4,2,356,176,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,879
40.72162,-74.00414,2015,2,63,0.76,2,1,43,107,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,534
40.75541,-73.89239,2009,1,219,2.63,3,2,150,164,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,819
40.69011,-73.97691,2018,4,2,0.03,4,2,215,51,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,254
40.66641,-73.98283,2013,3,12,0.27,1,1,164,65,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,325
40.67828,-73.99136,2018,2,35,0.41,4,1,266,225,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1124
40.71483,-73.96216,2005,1,124,1.46,5,1,179,49,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,243
40.8687,-73.8524,2022,7,2,0.17,5,1,165,20,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,100
40.5822,-73.96392,2007,4,63,1.27,3,1,279,128,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,642
40.72686,-73.9797,2016,4,162,1.88,3,1,203,138,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,688
40.68825,-73.92951,2018,3,103,1.25,4,2,330,137,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,687
40.82392,-73.94205,2003,30,185,2.15,2,1,247,112,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,561
40.71384,-73.9474,2016,4,219,2.54,4,1,311,111,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,553
40.7952,-73.9624,2019,1,280,3.51,1,1,47,207,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1034
40.73942,-74.00009,2008,1,61,0.71,2,2,336,44,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,218
40.65524,-73.95646,2008,1,184,2.14,2,5,32,102,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,512
40.66153,-73.98554,2016,3,116,1.37,5,1,294,186,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,929
40.59274,-74.16178,2014,2,11,0.24,3,1,404,54,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,271
40.72701,-74.0011,2012,3,9,0.1,1,1,413,81,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,405
40.68607,-73.95839,2014,5,4,0.05,3,1,70,119,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,593
40.71345,-73.95689,2012,2,15,0.29,4,1,197,76,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,379
40.73214,-74.00188,2017,4,22,0.28,2,1,314,223,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1117
40.72903,-74.00028,2012,3,18,0.21,4,1,9,137,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,683
40.67823,-73.97007,2015,3,56,0.65,1,1,410,114,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,568
40.79842,-73.96903,2005,4,2,0.03,4,1,244,105,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,523
40.72232,-73.98686,2010,3,57,0.7,5,1,112,12,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,62
40.72454,-73.97944,2017,4,13,0.17,3,1,115,204,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1018
40.77799,-73.95223,2008,1,1,0.01,2,1,248,80,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,401
40.69227,-73.90852,2016,2,37,0.49,5,1,173,228,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1138
40.7276,-73.98347,2008,5,451,5.26,1,2,158,71,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,357
40.75782,-73.92129,2019,30,24,0.29,3,8,286,232,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1159
40.72756,-73.97939,2020,7,19,0.32,2,1,198,219,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1094
40.84937,-73.91328,2013,3,190,2.21,4,2,109,147,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,735
40.68549,-73.94724,2010,2,46,0.54,1,4,10,47,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,235
40.64229,-73.96548,2009,1,169,2.08,2,1,407,66,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,332
40.73044,-73.98683,2011,1,15,0.18,3,1,98,25,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,127
40.69964,-73.99299,2018,3,60,0.7,2,1,405,111,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,556
40.67709,-73.95237,2017,2,320,3.85,1,1,357,160,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,799
40.75296,-73.93716,2011,2,182,2.2,4,1,97,108,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,540
40.67717,-73.96915,2008,30,1,0.01,1,1,197,162,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,810
40.68586,-73.9809,2016,2,134,1.56,4,1,251,89,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,443
40.68543,-73.93838,2003,10,10,0.17,1,2,233,94,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,472
40.74348,-73.9998,2009,1,60,0.78,3,1,339,60,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,301
40.68679,-73.97378,2012,30,5,0.06,4,1,248,46,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,231
40.75086,-73.99776,2003,5,9,0.1,2,1,373,179,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,897
40.71915,-73.95581,2018,3,1,0.01,5,1,411,237,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1183
40.64625,-73.97932,2021,10,33,0.39,4,1,65,70,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,351
40.71577,-73.94084,2021,1,10,0.14,5,1,164,104,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,521
40.70278,-73.90153,2022,30,3,0.04,2,1,244,15,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,76
40.77108,-73.95967,2019,3,10,0.13,3,2,222,138,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,690
40.68812,-73.94627,2017,30,62,0.73,3,3,423,95,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,473
40.82823,-73.94691,2020,4,266,3.17,5,1,76,216,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1078
40.74377,-73.91225,2013,2,251,2.92,4,2,412,11,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,53
40.69432,-73.96481,2006,14,3,0.04,3,1,358,39,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,194
40.82749,-73.9382,2012,7,8,0.09,2,1,212,175,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,876
40.66777,-73.98367,2005,4,5,0.06,5,1,59,24,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,118
40.71423,-73.95305,2016,4,160,1.92,5,1,123,81,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,407
40.72719,-73.86166,2006,5,5,0.1,1,1,229,139,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,697
40.74341,-73.99298,2021,2,183,2.19,1,2,375,11,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,55
40.66051,-73.98495,2014,5,19,0.23,3,1,365,169,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,846
40.72915,-73.98019,2006,3,141,1.66,2,1,370,143,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,715
40.74767,-74.01061,2006,6,42,0.49,3,1,9,206,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1030
40.82822,-73.92439,2006,3,119,1.41,1,1,70,133,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,665
40.73067,-73.9550,2021,7,20,0.24,1,1,206,82,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,412
40.72246,-73.99552,2018,5,5,0.06,2,1,217,117,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,585
40.80762,-73.94017,2004,2,16,0.62,4,1,303,107,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,534
40.80719,-73.94253,2004,2,24,0.29,3,1,215,73,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,367
40.74129,-73.98374,2017,3,26,0.32,1,1,210,24,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,118
40.66119,-73.98822,2008,10,5,0.07,4,2,205,162,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,809
40.78339,-73.98003,2005,4,2,0.03,3,2,339,177,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,885
40.80654,-73.95019,2017,3,194,2.42,2,1,81,146,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,729
40.78111,-73.97739,2015,14,88,1.03,1,1,337,132,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,660
40.67147,-73.94979,2003,5,2,0.1,2,1,213,87,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,435
40.75532,-73.91603,2014,30,304,3.7,2,1,267,97,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,486
40.70762,-73.96764,2021,2,11,0.13,3,1,10,151,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,753
40.7311,-73.99913,2004,30,19,0.23,3,1,279,111,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,556
40.66199,-73.96294,2014,7,23,0.27,2,1,387,81,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,406
40.73176,-73.99895,2005,5,103,1.25,5,3,36,235,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1173
40.71606,-73.95526,2004,7,82,0.98,4,1,217,238,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1190
40.72184,-73.9944,2003,30,92,1.09,1,1,385,91,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,453
40.72829,-73.98156,2011,30,66,0.77,1,6,77,111,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,556
40.69043,-73.95677,2020,3,18,0.35,3,2,247,133,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,666
40.74403,-73.99581,2006,4,153,2.03,2,1,305,126,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,628
40.74552,-74.0006,2015,6,6,0.09,2,1,85,31,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,153
40.6744,-73.96558,2022,7,43,0.52,3,1,222,65,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,323
40.79358,-73.97043,2019,3,36,0.5,2,1,331,115,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,573
40.7014,-73.91333,2003,10,19,0.27,3,1,181,43,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,217
40.72924,-73.98113,2017,2,160,2.31,1,1,34,107,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,535
